ID,AUI,CUI,CODE,TTY,TERM
15120,A25713089,C3665346,10047522,LLT,"vision loss"
15153,A0004512,C0085639,10016173,PT,"fall"
15157,A25737035,C0035229,10038701,LLT,"respiratory insufficiency"
15159,A25737039,C0035204,10038719,LLT,"respiratory system disorder"
15209,A25727669,C0005586,10026755,LLT,"manic depressive"
15219,A25727697,C0002888,10027129,LLT,"megaloblastic anemia"
15243,A25693824,C0858930,10022084,LLT,"injection site numbness"
15333,A25693806,C0013369,10021907,LLT,"infectious diarrhea"
15334,A25713025,C0241633,10046904,LLT,"vaginal dryness"
15397,A25703629,C0032463,10036061,LLT,"polycythemia vera"
15418,A25703639,C0020505,10036132,LLT,"polyphagia"
15442,A25693728,C0242184,10021144,LLT,"hypoxic"
15499,A25693778,C0021141,10021586,LLT,"inappropriate adh"
15570,A2016232,C0949091,10053166,PT,"candida sepsis"
15590,A0004468,C0085636,10034960,PT,"photophobia"
15603,A0004459,C0085635,10034962,PT,"photopsia"
15612,A1605317,C0023976,10024803,PT,"long qt syndrome"
15634,A0004420,C0034013,10058084,PT,"precocious puberty"
15635,A0395590,C0006012,10006034,PT,"borderline personality disorder"
15641,A0395526,C0151825,10006002,PT,"bone pain"
15700,A19382374,C2921627,10071068,PT,"clinically isolated syndrome"
15722,A19382363,C0029453,10065687,PT,"bone loss"
15734,A25693909,C0156404,10022992,LLT,"irregular menstruation"
15771,A25713150,C0857483,10048027,LLT,"worsening of diabetes"
15798,A25737125,C0235425,10039476,LLT,"salt depletion"
15799,A0816667,C0340279,10047295,PT,"ventricular hypertrophy"
15850,A25713110,C0546884,10047691,LLT,"volume depletion"
15867,A25727783,C0026769,10028053,LLT,"ms"
15876,A25693921,C0033774,10023082,LLT,"itch"
15916,A25703751,C0033975,10037234,LLT,"psychosis"
15948,A35789485,C3671918,10089121,LLT,"hypoestrogenism"
15952,A0116505,C0037116,10040678,PT,"silicosis"
15986,A25727738,C0859253,10027545,LLT,"microhemorrhage"
16017,A25703776,C0235896,10037411,LLT,"pulmonary infiltration"
16078,A25693884,C2937358,10022754,LLT,"intracerebral hemorrhage"
16127,A1605280,C0853813,10024769,PT,"local reaction"
16141,A2016336,C0742468,10051290,PT,"central nervous system lesion"
16165,A0004333,C0085633,10027951,PT,"mood swings"
16172,A0004325,C0085632,10002942,PT,"apathy"
16177,A0004318,C0085631,10001497,PT,"agitation"
16199,A1115939,C2979982,10046910,PT,"vaginal haemorrhage"
16214,A25737278,C0037315,10040975,LLT,"sleep apnea"
16221,A1585933,C0239978,10017367,PT,"frequent bowel movements"
16224,A25737285,C0234518,10041053,LLT,"slurred speech"
16227,A1296773,C0240515,10029421,PT,"nipple pain"
16231,A25737283,C0027544,10041036,LLT,"sloughing"
16260,A25737236,C0221161,10040533,LLT,"shallow breathing"
16264,A25737239,C0036973,10040558,LLT,"shivering"
16268,A25713295,C0262385,10049218,LLT,"autonomic instability"
16270,A25737245,C0086981,10040633,LLT,"sicca syndrome"
16436,A25727858,C0151315,10028839,LLT,"neck rigidity"
16464,A25713212,C0549433,10048451,LLT,"surgical intervention"
16465,A25713213,C0877055,10048468,LLT,"agep"
16470,A25703899,C0151746,10038451,LLT,"renal function abnormal"
16477,A25703820,C0235475,10037699,LLT,"qrs widened"
16501,A25727814,C0026846,10028348,LLT,"muscle wasting"
16503,A25727811,C0037763,10028333,LLT,"muscle spasm"
16529,A25727800,C0026764,10028228,LLT,"multiple myeloma"
16541,A0004293,C0028084,10029412,PT,"nightmare"
16545,A1605184,C0855443,10024575,PT,"lipase normal"
16551,A0004275,C0085628,10042264,PT,"stupor"
16553,A1595375,C0399459,10030973,PT,"oral discomfort"
16557,A1595363,C0235002,10019194,PT,"head discomfort"
16558,A1115903,C0241619,10046900,PT,"vaginal cyst"
16566,A0004250,C0686347,10043118,PT,"tardive dyskinesia"
16572,A1595346,C0151907,10040829,PT,"skin discolouration"
16574,A0004239,C1510410,10034018,PT,"parosmia"
16597,A2016973,C0341702,10052607,PT,"fanconi syndrome acquired"
16598,A2016979,C0206277,10053172,HG,"fatal outcomes"
16614,A25737398,C0080194,10042164,LLT,"strain"
16619,A0033845,C0006625,10006895,PT,"cachexia"
16680,A8575545,C1611165,10064825,PT,"urinary tract infection viral"
16743,A25713377,C0175167,10049843,LLT,"acneiform eruption"
16765,A8575585,C1609512,10064899,PT,"vulvovaginal mycotic infection"
16796,A25703996,C0036104,10039428,LLT,"salivation"
16845,A25703943,C0035317,10038870,LLT,"retinal hemorrhage"
16865,A1595290,C0423006,10015915,PT,"eye discharge"
16876,A0004194,C0009024,10009346,PT,"clonus"
16887,A0004188,C0085623,10001541,PT,"akinesia"
16888,A25727929,C0337672,10029665,LLT,"nonsmoker"
16902,A1605043,C2981158,10024870,PT,"loss of libido"
16911,A10925787,C0541923,10024558,PT,"lip oedema"
16916,A0004172,C0030552,10033985,PT,"paresis"
16945,A10925769,C0235136,10001496,PT,"agitated depression"
16954,A13075064,C0426732,10051482,PT,"prostatomegaly"
16968,A10925777,C0740858,10066169,PT,"substance abuse"
16975,A10925778,C0221269,10037127,PT,"pseudolymphoma"
16981,A0004128,C0085616,10047163,PT,"vasospasm"
16985,A0586758,C0231835,10043089,PT,"tachypnoea"
16990,A2016620,C0948245,10052015,PT,"cytokine release syndrome"
17000,A0910425,C5779561,10011659,PT,"cutaneous amyloidosis"
17015,A0684804,C0149871,10051055,PT,"deep vein thrombosis"
17027,A8575623,C1608414,10065058,PT,"acquired corneal dystrophy"
17031,A0043308,C0010200,10011224,PT,"cough"
17041,A8575631,C0231856,10064780,PT,"breath sounds abnormal"
17105,A0082918,C0338831,10026749,PT,"mania"
17120,A25737405,C0152459,10042223,LLT,"striae"
17132,A25737413,C0038525,10042320,LLT,"subarachnoid hemorrhage"
17138,A25737417,C0520532,10042346,LLT,"subcutaneous hematoma"
17143,A25737422,C0018946,10042384,LLT,"subdural hemorrhage"
17158,A0004099,C0042514,10047302,PT,"ventricular tachycardia"
17159,A0004083,C0085610,10040741,PT,"sinus bradycardia"
17164,A13075396,C0038587,10048010,PT,"withdrawal syndrome"
17191,A0004069,C0030252,10033557,PT,"palpitations"
17198,A0004044,C0013428,10013990,PT,"dysuria"
17210,A1595111,C0013369,10012742,PT,"diarrhoea infectious"
17215,A0405945,C0001957,10012225,PT,"delirium tremens"
17242,A19382771,C3160741,10070863,PT,"toxicity to various agents"
17271,A25737594,C0151610,10043955,LLT,"tongue edema"
17283,A25737578,C0040156,10043789,LLT,"thyrotoxicosis"
17316,A0126201,C0040188,10043833,PT,"tic"
17318,A25737557,C0040038,10043565,LLT,"thromboembolic event"
17331,A13075252,C0085762,10001584,PT,"alcohol abuse"
17382,A13075236,C0740409,10037249,PT,"psychotic behaviour"
17448,A0067496,C0019163,10019731,PT,"hepatitis b"
17474,A10925984,C2225524,10006242,PT,"breast enlargement"
17490,A2016776,C0849907,10052138,PT,"ear pruritus"
17491,A0659920,C0340990,10048396,PT,"bone marrow transplant rejection"
17558,A1590015,C0917798,10008120,PT,"cerebral ischaemia"
17567,A1580670,C0858794,10003060,PT,"application site warmth"
17577,A0962294,C0522274,10020464,PT,"humoral immune defect"
17583,A1580656,C0853700,10003041,PT,"application site erythema"
17627,A25748321,C1701941,10065155,LLT,"treatment withdrawal"
17637,A25748333,C0280100,10065252,LLT,"solid tumor"
17690,A25748312,C1701919,10065112,LLT,"ebv viremia"
17745,A25738971,C0270611,10056389,LLT,"brain damage"
17775,A2398146,C0558401,10058818,PT,"skin laceration"
17808,A2854017,C0002949,10061660,PT,"artery dissection"
17875,A25714929,C0549452,10062471,LLT,"localized skin reaction"
17922,A25700307,C0002792,10002218,LLT,"anaphylaxis"
17937,A7161364,C0086438,10020983,PT,"hypogammaglobulinaemia"
17968,A0276145,C0155707,10044644,PT,"trifascicular block"
17971,A25690635,C3160770,10070922,LLT,"minor bleed"
17989,A2398053,C1141936,10058114,PT,"purple glove syndrome"
18031,A2398031,C1141861,10057765,PT,"procedural complication"
18040,A25689627,C0149875,10062851,LLT,"primary dysmenorrhea"
18067,A0242782,C0042588,10039954,PT,"seminal vesiculitis"
18170,A1579637,C0017605,10002500,PT,"angle closure glaucoma"
18219,A0012550,C0023652,10024434,PT,"lichen sclerosus"
18229,A25748411,C0476427,10065958,LLT,"pap smear abnormal"
18341,A19659054,C3203622,10071503,PT,"crystal nephropathy"
18352,A7161271,C0575081,10017577,PT,"gait disturbance"
18373,A25689725,C0267055,10063657,LLT,"erosive esophagitis"
18391,A25690751,C0041909,10071910,LLT,"upper gastrointestinal bleeding"
18415,A1579471,C0002965,10002388,PT,"angina unstable"
18456,A0433609,C0025202,10025650,PT,"malignant melanoma"
18501,A25748562,C1861172,10066899,LLT,"venous thromboembolism"
18511,A25748570,C1868912,10066980,LLT,"uric acid increased"
18546,A0036610,C0007642,10007882,PT,"cellulitis"
18646,A25748507,C0376545,10066481,LLT,"hematological malignancy"
18707,A0046008,C0011175,10012174,PT,"dehydration"
18749,A0071020,C0020550,10020850,PT,"hyperthyroidism"
18763,A0820758,C0235950,10048259,PT,"zinc deficiency"
18771,A0071046,C0020555,10020864,PT,"hypertrichosis"
18776,A0071099,C0020578,10020910,PT,"hyperventilation"
18798,A1580354,C0178415,10036975,PT,"prostatic specific antigen increased"
18840,A0276374,C0155773,10036206,PT,"portal vein thrombosis"
18857,A25689889,C1609515,10064983,LLT,"neutralizing antibodies positive"
18949,A25734075,C0234655,10006774,LLT,"burning eyes"
19115,A25734000,C0021843,10006055,LLT,"bowel obstruction"
19116,A25734001,C0005823,10006063,LLT,"bp"
19131,A25710062,C0234133,10015835,LLT,"extrapyramidal symptoms"
19157,A27873733,C4324297,10078783,PT,"oropharyngeal oedema"
19190,A27873742,C0033845,10078904,PT,"idiopathic intracranial hypertension"
19237,A1604857,C0023241,10035718,PT,"pneumonia legionella"
19244,A25710032,C0700590,10015590,LLT,"excess sweating"
19251,A25724662,C0398623,10075816,LLT,"hypercoagulability"
19307,A0061762,C0016995,10017655,PT,"gambling"
19333,A0046181,C0011206,10012218,PT,"delirium"
19403,A25689963,C1699136,10065715,LLT,"gastric mucositis"
19446,A1594860,C0011606,10012456,PT,"dermatitis exfoliative generalised"
19471,A1579231,C0342527,10002261,PT,"androgen deficiency"
19544,A1594820,C0011581,10012401,HT,"depressive disorders"
19555,A0805832,C0156312,10043298,PT,"testicular atrophy"
19562,A1594816,C0221745,10012397,PT,"depression suicidal"
19586,A0805859,C0039591,10043345,PT,"testicular pain"
19746,A25710131,C0860907,10016550,LLT,"fev 1 decreased"
19762,A25709149,C0238844,10006333,LLT,"breath sounds decreased"
19779,A25709141,C0024103,10006264,LLT,"breast lump"
19835,A25709166,C0009938,10006504,LLT,"bruising"
19855,A0756475,C0239295,10030154,PT,"oesophageal candidiasis"
19888,A0457746,C0036830,10040400,PT,"serum sickness"
19969,A0071259,C0020619,10058359,PT,"hypogonadism"
20034,A0071284,C0086439,10021021,PT,"hypokinesia"
20059,A0551178,C1527407,10014962,PT,"eosinophilic pneumonia"
20090,A4364110,C1328397,10062688,PT,"transaminases abnormal"
20101,A1594734,C0262977,10040825,PT,"skin depigmentation"
20184,A1281877,C0332716,10018720,PT,"greenstick fracture"
20229,A1256888,C1444680,10036346,PT,"posterior capsule opacification"
20319,A25709280,C0036974,10007647,LLT,"cardiovascular collapse"
20326,A25710263,C0596601,10017735,LLT,"gas"
20341,A25709213,C0006826,10007050,LLT,"cancer"
20458,A2398415,C0242339,10058108,PT,"dyslipidaemia"
20467,A2398409,C0242973,10059056,PT,"ventricular dysfunction"
20531,A7161070,C0007114,10040808,PT,"skin cancer"
20609,A35441595,C0038218,10041961,LLT,"status asthmaticus"
20626,A19659319,C1859270,10071299,PT,"slow speech"
20631,A0590493,C0151636,10047289,PT,"ventricular extrasystoles"
20639,A12057764,C2004489,10067171,PT,"regurgitation"
20664,A0119861,C0038379,10042159,PT,"strabismus"
20751,A0022403,C0002418,10001906,PT,"amblyopia"
20752,A0119809,C0038362,10042128,PT,"stomatitis"
20769,A0771822,C0333494,10052760,PT,"phlebosclerosis"
20782,A25734389,C0009443,10010106,LLT,"common cold"
20869,A1012011,C0264893,10029458,PT,"nodal arrhythmia"
20999,A25724968,C0000729,10000056,LLT,"abdominal cramp"
21021,A25710315,C0017181,10018243,LLT,"gi tract bleed"
21091,A25724978,C0162287,10000181,LLT,"abnormal stools"
21094,A0071490,C0413252,10021113,PT,"hypothermia"
21257,A1604499,C0236000,10033433,PT,"pain in jaw"
21285,A1604489,C0022353,10023138,PT,"jaundice neonatal"
21292,A1594557,C0234047,10014325,PT,"ejaculation delayed"
21311,A25685001,C0856864,10017468,LLT,"fullness head"
21346,A25685036,C0341177,10017783,LLT,"gastric erosions"
21381,A25685017,C0235660,10017594,LLT,"galactorrhea female"
21432,A25685074,C0858924,10018064,LLT,"general discomfort"
21460,A25734488,C0026821,10011293,LLT,"cramps"
21482,A25734463,C0010037,10011007,LLT,"corneal edema"
21504,A2398258,C0521465,10057970,PT,"toxic skin eruption"
21512,A25734440,C0728710,10010779,LLT,"constricted pupils"
21515,A0071507,C0020676,10021114,PT,"hypothyroidism"
21516,A0071526,C3203358,10021133,PT,"hypoventilation"
21517,A25734448,C0009940,10010887,LLT,"convalescence"
21529,A25734452,C0036572,10010904,LLT,"convulsion"
21563,A25709469,C0151563,10009793,LLT,"coagulation time increased"
21580,A25734430,C0018802,10010684,LLT,"congestive heart failure"
21581,A0071558,C0242184,10021143,PT,"hypoxia"
21598,A0732193,C1280433,10024604,PT,"lipoatrophy"
21634,A25709424,C0392162,10009231,LLT,"clammy"
21652,A25710422,C0018524,10019077,LLT,"hallucinations"
21677,A7161012,C0314719,10013774,PT,"dry eye"
21679,A7161014,C0267055,10063655,PT,"erosive oesophagitis"
21684,A25709616,C0151578,10011368,LLT,"creatinine increased"
21704,A25709608,C0023218,10011297,LLT,"cramps leg"
21723,A0472164,C0259817,10048222,PT,"xerosis"
21728,A25710627,C0546817,10020920,LLT,"hypervolemia"
21845,A0702987,C0016199,10016750,PT,"flank pain"
21846,A1599298,C0149699,10016667,PT,"fibula fracture"
21853,A0472114,C0302314,10048214,PT,"xanthoma"
21872,A28580357,C0525045,10079614,LLT,"mood disorder"
21886,A25685152,C0018418,10018801,LLT,"gynecomastia"
21918,A0472129,C0221185,10048216,PT,"xanthopsia"
21933,A25685190,C0151692,10019236,LLT,"healing abnormal"
21977,A1600792,C4073162,10018484,PT,"glycosylated haemoglobin increased"
21995,A1609140,C0235351,10043991,PT,"tongue ulceration"
22008,A28579344,C0233514,10079615,LLT,"abnormal behavior"
22035,A25710597,C0020453,10020622,LLT,"hyperesthesia"
22120,A25734534,C0038454,10011693,LLT,"cva"
22128,A25709572,C0014549,10010909,LLT,"convulsion grand mal"
22169,A8254192,C0152081,10037575,PT,"pustular psoriasis"
22192,A8254164,C1800706,10021240,PT,"idiopathic pulmonary fibrosis"
22215,A8254170,C0025637,10027496,PT,"methaemoglobinaemia"
22232,A8254145,C0024117,10009033,PT,"chronic obstructive pulmonary disease"
22283,A1600750,C0271650,10018429,PT,"glucose tolerance impaired"
22288,A25709556,C0009760,10010720,LLT,"conjunctival hemorrhage"
22298,A2600741,C1167648,10017967,HT,"abdominal and gastrointestinal infections"
22327,A8254131,C0003855,10003226,PT,"arteriovenous fistula"
22410,A25710748,C0521507,10022106,LLT,"injection site ulceration"
22413,A25709757,C0241705,10012793,LLT,"difficulty in micturition"
22426,A25709749,C0700590,10012703,LLT,"diaphoresis"
22504,A25685213,C0018944,10019428,LLT,"hematoma"
22513,A25685227,C0019079,10019523,LLT,"hemoptysis"
22516,A25685220,C0162119,10019483,LLT,"hemoglobin decreased"
22522,A25685226,C0019061,10019515,LLT,"hemolytic uremic syndrome"
22527,A0099225,C0031037,10034464,PT,"periarthritis"
22591,A25699896,C3897350,10076727,LLT,"tourettism"
22601,A25685265,C0152032,10020009,LLT,"hesitancy"
22609,A0099261,C0031046,10034484,PT,"pericarditis"
22651,A1575176,C0520933,10041493,PT,"spermatogenesis abnormal"
22739,A25744055,C2364111,10024878,LLT,"loss of taste"
22756,A1609044,C0236068,10042727,PT,"swollen tongue"
22770,A25744019,C0541923,10024553,LLT,"lip edema"
22797,A25720040,C4551683,10034876,LLT,"pheochromocytoma"
22858,A0388213,C0085077,10000748,PT,"acute febrile neutrophilic dermatosis"
22927,A25709694,C0426636,10012114,LLT,"defecation urgency"
22998,A29785397,C4728082,10081605,LLT,"severe hypoglycemia"
23031,A1589817,C0280803,10007953,PT,"central nervous system lymphoma"
23070,A25710640,C0020625,10021038,LLT,"hyponatremia"
23072,A25710643,C0085682,10021059,LLT,"hypophosphatemia"
23101,A25710631,C0002884,10020971,LLT,"hypochromic anemia"
23106,A25710634,C0020615,10021005,LLT,"hypoglycemia"
23109,A25734628,C0011849,10012594,LLT,"diabetes"
23148,A8254253,C0393571,10064060,PT,"multiple system atrophy"
23156,A25710656,C0546884,10021139,LLT,"hypovolemia"
23158,A25710657,C0700292,10021142,LLT,"hypoxemia"
23169,A25734810,C0085633,10014554,LLT,"emotional instability"
23183,A25710844,C0033774,10023089,LLT,"itchy"
23200,A25709869,C0541798,10014046,LLT,"early morning awakening"
23209,A25709863,C0013404,10013963,LLT,"dyspnea"
23211,A1007015,C0476280,10050819,PT,"musculoskeletal chest pain"
23227,A25685327,C0020461,10020647,LLT,"hyperkalemia"
23252,A25710860,C0549209,10023191,LLT,"jitteriness"
23253,A1046644,C0270810,10034701,PT,"peroneal nerve palsy"
23256,A25710863,C0022408,10023211,LLT,"joint disorder"
23269,A25719208,C0220870,10024492,LLT,"lightheadedness"
23315,A25685304,C0600142,10020413,LLT,"hot flushes nos"
23350,A1095601,C0039240,10042604,PT,"supraventricular tachycardia"
23397,A0065999,C0018681,10019211,PT,"headache"
23415,A25709846,C0013221,10013746,LLT,"drug toxicity"
23422,A25709843,C1320835,10013697,LLT,"drug fever"
23433,A0051364,C0013132,10013642,PT,"drooling"
23494,A25709802,C0541889,10013187,LLT,"disorder aggravation"
23542,A1599012,C0746883,10016288,PT,"febrile neutropenia"
23557,A1590680,C0020443,10014476,HT,"elevated cholesterol"
23594,A1590789,C0541832,10008796,PT,"chromaturia"
23647,A0099397,C0031099,10034539,PT,"periodontitis"
23655,A0667863,C0343084,10007196,PT,"capillary leak syndrome"
23669,A1589745,C0853857,10007921,PT,"cellulitis staphylococcal"
23754,A1590706,C0152230,10046740,PT,"urticaria cholinergic"
23784,A25734777,C0013604,10014210,LLT,"edema"
23864,A25734752,C0149871,10013877,LLT,"dvt"
23884,A0109256,C0034642,10037833,PT,"rales"
23889,A25734763,C0013456,10014037,LLT,"earache"
23929,A25734732,C0012569,10013614,LLT,"double vision"
24061,A0026466,C0003850,10003210,PT,"arteriosclerosis"
24199,A16491817,C0221742,10040402,PT,"serum sickness-like reaction"
24242,A25685414,C0242350,10021550,LLT,"impotence"
24269,A25734923,C0015230,10015585,LLT,"exanthem"
24286,A25734927,C0233571,10015627,LLT,"excitement"
24288,A25710975,C1510497,10024208,LLT,"lens opacity"
24344,A12057400,C0162770,10050326,PT,"right ventricular hypertrophy"
24412,A25709947,C0018800,10014846,LLT,"enlargement heart"
24457,A25710902,C0151810,10023610,LLT,"lack of drug effect"
24462,A25710906,C0423153,10023639,LLT,"lacrimation"
24574,A1095596,C0033036,10042602,PT,"supraventricular extrasystoles"
24674,A25734899,C0014863,10015390,LLT,"esophageal spasm"
24700,A25719264,C0242379,10025044,LLT,"lung cancer"
24768,A8254054,C0028077,10029404,PT,"night blindness"
24777,A25719278,C0014518,10025166,LLT,"lyell syndrome"
24959,A25719427,C0349208,10026778,LLT,"manic episode"
25048,A0771189,C4551683,10034800,PT,"phaeochromocytoma"
25069,A25685576,C0520966,10023609,LLT,"lack of coordination"
25096,A0099561,C0031154,10034674,PT,"peritonitis"
25106,A33447879,C0280962,10085754,LLT,"bone marrow suppression"
25164,A33447834,C0546817,10016803,LLT,"fluid overload"
25176,A0893586,C0007868,10008263,PT,"cervical dysplasia"
25181,A0447544,C0031036,10036024,PT,"polyarteritis nodosa"
25204,A0423521,C0231441,10021417,PT,"immobile"
25227,A8254550,C0237849,10040844,PT,"skin exfoliation"
25262,A25744371,C0085633,10027941,LLT,"mood change"
25270,A25720371,C0235267,10038189,LLT,"red eye"
25293,A25720360,C0267596,10038064,LLT,"rectal hemorrhage"
25299,A25720358,C0267596,10038035,LLT,"rectal bleeding"
25327,A25744312,C0025309,10027282,LLT,"meningoencephalitis"
25331,A25744331,C2939420,10027478,LLT,"metastatic disease"
25353,A0012043,C0009938,10050584,PT,"contusion"
25368,A25720323,C0151878,10037700,LLT,"qt increased"
25379,A25734980,C0085639,10016177,LLT,"falling"
25392,A25710994,C0023533,10024400,LLT,"leukorrhea"
25417,A25744303,C0751295,10027176,LLT,"memory loss"
25433,A1120465,C0043094,10047899,PT,"weight increased"
25461,A1120455,C5574742,10047895,PT,"weight decreased"
25506,A25720523,C1540600,10039913,LLT,"seizures cerebral"
25533,A25744505,C0235030,10029290,LLT,"neurologic reaction"
25542,A25685682,C0406650,10024513,LLT,"linear iga"
25547,A25744507,C0442874,10029328,LLT,"neuropathy"
25553,A0579511,C0270790,10049680,PT,"quadriparesis"
25554,A25720550,C0476327,10040139,LLT,"serum amylase increased"
25563,A25720542,C0036690,10040089,LLT,"septicemia"
25601,A25685664,C0023418,10024329,LLT,"leukemia"
25617,A18510982,C2938918,10070564,PT,"superficial siderosis of central nervous system"
25658,A25720507,C5848104,10039786,LLT,"seborrhea"
25689,A1600261,C0236048,10017817,PT,"gastric polyps"
25691,A1590383,C0856054,10048294,PT,"mental status changes"
25730,A25695058,C0032788,10036277,LLT,"postoperative bleeding"
25788,A0712839,C0019061,10018932,PT,"haemolytic uraemic syndrome"
25792,A8254680,C0035232,10038708,PT,"respiratory paralysis"
25829,A25744487,C0027720,10029161,LLT,"nephrosis"
25848,A0012128,C0010278,10049889,PT,"craniosynostosis"
25873,A25719491,C0156404,10027333,LLT,"menstrual irregularity"
25888,A7161691,C1504379,10063557,PT,"coagulation test abnormal"
25900,A25744420,C0947912,10028415,LLT,"myasthenia"
25910,A25720443,C0035435,10039068,LLT,"rheumatics"
25938,A25720435,C0857400,10038987,LLT,"retrosternal discomfort"
25974,A1227505,C0577822,10019311,PT,"heart sounds abnormal"
26005,A25719473,C0025218,10027161,LLT,"melasma"
26007,A25744408,C0026821,10028294,LLT,"muscle cramp"
26008,A25685621,C0086525,10023929,LLT,"lassitude"
26042,A0570847,C1320474,10058483,PT,"nuchal rigidity"
26082,A0075776,C0022081,10022955,PT,"iritis"
26085,A25720638,C0851578,10041005,LLT,"sleep problem"
26098,A25729003,C0026838,10041416,LLT,"spasticity"
26220,A25719645,C0158986,10028944,LLT,"neonatal hypoglycemia"
26227,A25720620,C5779629,10040841,LLT,"skin eruption"
26249,A0785560,C0235527,10039163,PT,"right ventricular failure"
26250,A25719628,C0027424,10028771,LLT,"nasal stuffiness"
26262,A25720619,C0151907,10040828,LLT,"skin discoloration"
26338,A25695181,C0034063,10037375,LLT,"pulmonary edema"
26340,A25695182,C0034065,10037380,LLT,"pulmonary embolus"
26348,A1301663,C2584688,10043354,PT,"testicular swelling"
26396,A0408175,C0233477,10013954,PT,"dysphoria"
26406,A0893355,C2937358,10008111,PT,"cerebral haemorrhage"
26418,A1600101,C0151662,10017693,PT,"gamma-glutamyltransferase increased"
26426,A0051820,C0013298,10013864,PT,"duodenitis"
26456,A0026886,C0003962,10003445,PT,"ascites"
26493,A0134668,C0043387,10048232,PT,"yawning"
26498,A25685701,C0151763,10024668,LLT,"liver damage"
26500,A25685702,C0085605,10024678,LLT,"liver failure"
26539,A25685752,C0409974,10025134,LLT,"lupus erythematosus"
26568,A25720552,C0595929,10040190,LLT,"serum cholesterol increased"
26587,A25744515,C0028084,10029414,LLT,"nightmares"
26628,A25705136,C0919661,10050351,LLT,"alternation"
26640,A25695249,C0034882,10038060,LLT,"rectal disorder"
26661,A25744738,C0030252,10033556,LLT,"palpitation"
26757,A25729116,C0038661,10042462,LLT,"suicide"
26760,A25720781,C0018946,10042380,LLT,"subdural hematoma"
26827,A25719731,C0085628,10029985,LLT,"obtundation"
26850,A0099886,C0241144,10034754,PT,"petechiae"
26887,A1590159,C0852866,10008252,PT,"cervical cord compression"
26908,A0952115,C0233681,10018671,PT,"grandiosity"
26942,A0966788,C0151692,10021519,PT,"impaired healing"
26946,A0966782,C0522063,10021518,PT,"impaired gastric emptying"
26985,A25719711,C0028643,10029829,LLT,"numbness"
27008,A0242554,C0020541,10036200,PT,"portal hypertension"
27032,A1580856,C0428974,10042600,HT,"supraventricular arrhythmias"
27041,A12057046,C0149721,10049773,PT,"left ventricular hypertrophy"
27044,A12057045,C1868853,10067284,PT,"pulmonary arteriopathy"
27117,A0408010,C0013295,10013836,PT,"duodenal ulcer"
27136,A7161876,C1504440,10063762,PT,"instillation site erythema"
27233,A0012391,C0085653,10037649,PT,"pyogenic granuloma"
27236,A25729073,C0677500,10042066,LLT,"stinging"
27257,A0120149,C0038450,10042241,PT,"stridor"
27258,A0051966,C0013362,10013887,PT,"dysarthria"
27278,A25695208,C1527330,10037671,LLT,"pyridoxine deficiency"
27280,A25720690,C0853711,10041481,LLT,"sperm count decreased"
27286,A1046146,C0277925,10034568,PT,"peripheral coldness"
27342,A25720677,C0242429,10041367,LLT,"sore throat"
27452,A25694033,C0023052,10023912,LLT,"larynx edema"
27467,A25718576,C2697368,10018235,LLT,"gi irritation"
27481,A25694023,C0023052,10023838,LLT,"laryngeal edema"
27510,A2850583,C0235639,10046607,PT,"urine abnormality"
27521,A0007825,C0014574,10015082,PT,"epiphysitis"
27540,A1598803,C0151602,10042682,PT,"swelling face"
27562,A25743512,C0019061,10019516,LLT,"hemolytic-uremic syndrome"
27569,A25743511,C0019054,10019491,LLT,"hemolysis"
27572,A25718581,C0476207,10018263,LLT,"giddiness"
27585,A2850557,C0086565,10019670,PT,"hepatic function abnormal"
27593,A0703412,C0268000,10016807,PT,"fluid retention"
27611,A25718534,C0392176,10017791,LLT,"gastric irritation"
27628,A2850546,C0520966,10010947,PT,"coordination abnormal"
27630,A0752418,C0027849,10029282,PT,"neuroleptic malignant syndrome"
27642,A2850549,C0522055,10014363,PT,"electrocardiogram abnormal"
27646,A2849550,C0149512,10001076,PT,"acute sinusitis"
27651,A25718522,C0151662,10017696,LLT,"gamma-gt increased"
27657,A2850540,C0436503,10008499,PT,"chest x-ray abnormal"
27669,A30277234,C0740425,10043126,LLT,"taste altered"
27680,A2849585,C0042133,10046798,PT,"uterine leiomyoma"
27693,A30277224,C0020492,10020698,LLT,"hyperostosis"
27698,A2850573,C0235472,10037466,PT,"pulse abnormal"
27734,A25694050,C0151754,10024051,LLT,"ldh increased"
27746,A2849522,C0041296,10044755,PT,"tuberculosis"
27747,A2849527,C0042164,10046851,PT,"uveitis"
27748,A2849528,C0042384,10047115,PT,"vasculitis"
27749,A2849525,C0041582,10045285,PT,"ulcer"
27751,A2849526,C0042109,10046735,PT,"urticaria"
27760,A2849516,C0040147,10043778,PT,"thyroiditis"
27761,A2849517,C0040558,10044272,PT,"toxoplasmosis"
27766,A2849518,C0040584,10044302,PT,"tracheitis"
27772,A2849549,C2717961,10043645,PT,"thrombotic microangiopathy"
27794,A2849532,C0043349,10048221,PT,"xerophthalmia"
27806,A2849530,C0042963,10047700,PT,"vomiting"
27807,A2849531,C0042998,10047794,PT,"vulvovaginitis"
27826,A0042279,C0009806,10010774,PT,"constipation"
27828,A2849504,C0595939,10042062,PT,"stillbirth"
27831,A2849508,C0039231,10043071,PT,"tachycardia"
27892,A0414200,C0233657,10016777,PT,"flight of ideas"
